id,nr_playlist,composer,composition,voices,experiment,performer,Album,year_recording,,audio_final,symbolic_is_audio,instrumentation,instrumentation_category,final_safe,not repeated,repetitions,comments,symbolic,audio,mf0,basicpitch,multipitch_214c,multipitch_195f,MT3
195,0386-0391,Josquin,0386-0391 Jos1102d Missa La sol fa re mi - Sanctus,4,CANTO_JRP,"The Tallis Scholars, Peter Phillips",,1986,,53,y,v,vocal,y,y,,,0386-0391 Jos1102d Missa La sol fa re mi - Sanctus.musicxml,0386-0391 Jos1102d Missa La sol fa re mi - Sanctus.wav,0386-0391 Jos1102d Missa La sol fa re mi - Sanctus.csv,0386-0391 Jos1102d Missa La sol fa re mi - Sanctus.csv,0386-0391 Jos1102d Missa La sol fa re mi - Sanctus.csv,0386-0391 Jos1102d Missa La sol fa re mi - Sanctus.csv,
196,0392-0394,Josquin,0392-0394 Jos1102e Missa La sol fa re mi - Agnus,4,CANTO_JRP,"The Tallis Scholars, Peter Phillips",,1986,,46,a,v,vocal,pcp,y,agnus III = agnus I,,0392-0394 Jos1102e Missa La sol fa re mi - Agnus.musicxml,0392-0394 Jos1102e Missa La sol fa re mi - Agnus.wav,0392-0394 Jos1102e Missa La sol fa re mi - Agnus.csv,0392-0394 Jos1102e Missa La sol fa re mi - Agnus.csv,0392-0394 Jos1102e Missa La sol fa re mi - Agnus.csv,0392-0394 Jos1102e Missa La sol fa re mi - Agnus.csv,
197,0395-0397,Josquin,0395-0397 Jos1202a Missa Sine nomine - Kyrie,4,CANTO_JRP,"The Tallis Scholars, Peter Phillips",,2008,,45,y,v,vocal,y,y,,,0395-0397 Jos1202a Missa Sine nomine - Kyrie.musicxml,0395-0397 Jos1202a Missa Sine nomine - Kyrie.wav,0395-0397 Jos1202a Missa Sine nomine - Kyrie.csv,0395-0397 Jos1202a Missa Sine nomine - Kyrie.csv,0395-0397 Jos1202a Missa Sine nomine - Kyrie.csv,0395-0397 Jos1202a Missa Sine nomine - Kyrie.csv,
198,0398-0400,Josquin,0398-0400 Jos1202b Missa Sine nomine - Gloria,4,CANTO_JRP,"The Tallis Scholars, Peter Phillips",,2008,,45,y,v,vocal,y,y,,,0398-0400 Jos1202b Missa Sine nomine - Gloria.musicxml,0398-0400 Jos1202b Missa Sine nomine - Gloria.wav,0398-0400 Jos1202b Missa Sine nomine - Gloria.csv,0398-0400 Jos1202b Missa Sine nomine - Gloria.csv,0398-0400 Jos1202b Missa Sine nomine - Gloria.csv,0398-0400 Jos1202b Missa Sine nomine - Gloria.csv,
199,0401-0406,Josquin,0401-0406 Jos1202c Missa Sine nomine - Credo,4,CANTO_JRP,"The Tallis Scholars, Peter Phillips",,2008,,45,y,v,vocal,y,y,,,0401-0406 Jos1202c Missa Sine nomine - Credo.musicxml,0401-0406 Jos1202c Missa Sine nomine - Credo.wav,0401-0406 Jos1202c Missa Sine nomine - Credo.csv,0401-0406 Jos1202c Missa Sine nomine - Credo.csv,0401-0406 Jos1202c Missa Sine nomine - Credo.csv,0401-0406 Jos1202c Missa Sine nomine - Credo.csv,
200,0407-0411,Josquin,0407-0411 Jos1202d Missa Sine nomine - Sanctus,4,CANTO_JRP,"The Tallis Scholars, Peter Phillips",,2008,,57,a,v,vocal,y,y,hosanna II = hosanna I,,0407-0411 Jos1202d Missa Sine nomine - Sanctus.musicxml,0407-0411 Jos1202d Missa Sine nomine - Sanctus.wav,0407-0411 Jos1202d Missa Sine nomine - Sanctus.csv,0407-0411 Jos1202d Missa Sine nomine - Sanctus.csv,0407-0411 Jos1202d Missa Sine nomine - Sanctus.csv,0407-0411 Jos1202d Missa Sine nomine - Sanctus.csv,
201,0412-0414,Josquin,0412-0414 Jos1202e Missa Sine nomine - Agnus,4,CANTO_JRP,"The Tallis Scholars, Peter Phillips",,2008,,45,y,v,vocal,y,y,,,0412-0414 Jos1202e Missa Sine nomine - Agnus.musicxml,0412-0414 Jos1202e Missa Sine nomine - Agnus.wav,0412-0414 Jos1202e Missa Sine nomine - Agnus.csv,0412-0414 Jos1202e Missa Sine nomine - Agnus.csv,0412-0414 Jos1202e Missa Sine nomine - Agnus.csv,0412-0414 Jos1202e Missa Sine nomine - Agnus.csv,
202,415,Josquin,0415 Jos0903a Missa Di dadi - Kyrie,4,CANTO_JRP,"Josquin des Prez, The Medieval Ensemble Of London, Peter Davies, Timothy Davies",,1984,,43,y,v,vocal,y,y,,,0415 Jos0903a Missa Di dadi - Kyrie.musicxml,0415 Jos0903a Missa Di dadi - Kyrie.wav,0415 Jos0903a Missa Di dadi - Kyrie.csv,0415 Jos0903a Missa Di dadi - Kyrie.csv,0415 Jos0903a Missa Di dadi - Kyrie.csv,0415 Jos0903a Missa Di dadi - Kyrie.csv,0415 Jos0903a Missa Di dadi - Kyrie.mid
203,416,Josquin,0416 Jos0903b Missa Di dadi - Gloria,4,CANTO_JRP,"Josquin des Prez, The Medieval Ensemble Of London, Peter Davies, Timothy Davies",,1984,,43,y,v,vocal,y,y,,,0416 Jos0903b Missa Di dadi - Gloria.musicxml,0416 Jos0903b Missa Di dadi - Gloria.wav,0416 Jos0903b Missa Di dadi - Gloria.csv,0416 Jos0903b Missa Di dadi - Gloria.csv,0416 Jos0903b Missa Di dadi - Gloria.csv,0416 Jos0903b Missa Di dadi - Gloria.csv,
204,417,Josquin,0417 Jos0903c Missa Di dadi - Credo,4,CANTO_JRP,"Josquin des Prez, The Medieval Ensemble Of London, Peter Davies, Timothy Davies",,1984,,43,y,v,vocal,y,y,,,0417 Jos0903c Missa Di dadi - Credo.musicxml,0417 Jos0903c Missa Di dadi - Credo.wav,0417 Jos0903c Missa Di dadi - Credo.csv,0417 Jos0903c Missa Di dadi - Credo.csv,0417 Jos0903c Missa Di dadi - Credo.csv,0417 Jos0903c Missa Di dadi - Credo.csv,
205,418,Josquin,0418 Jos0903d Missa Di dadi - Sanctus,4,CANTO_JRP,"Josquin des Prez, The Medieval Ensemble Of London, Peter Davies, Timothy Davies",,1984,,43,y,v,vocal,y,y,,,0418 Jos0903d Missa Di dadi - Sanctus.musicxml,0418 Jos0903d Missa Di dadi - Sanctus.wav,0418 Jos0903d Missa Di dadi - Sanctus.csv,0418 Jos0903d Missa Di dadi - Sanctus.csv,0418 Jos0903d Missa Di dadi - Sanctus.csv,0418 Jos0903d Missa Di dadi - Sanctus.csv,
206,419,Josquin,0419 Jos0903e Missa Di dadi - Agnus,4,CANTO_JRP,"Josquin des Prez, The Medieval Ensemble Of London, Peter Davies, Timothy Davies",,1984,,43,y,v,vocal,y,y,,,0419 Jos0903e Missa Di dadi - Agnus.musicxml,0419 Jos0903e Missa Di dadi - Agnus.wav,0419 Jos0903e Missa Di dadi - Agnus.csv,0419 Jos0903e Missa Di dadi - Agnus.csv,0419 Jos0903e Missa Di dadi - Agnus.csv,0419 Jos0903e Missa Di dadi - Agnus.csv,
207,0420-0422,Josquin,0420-0422 Jos1201a Missa Ad fugam - Kyrie,4,CANTO_JRP,"The Tallis Scholars, Peter Phillips",,2008,,55,y,v,vocal,y,y,,,0420-0422 Jos1201a Missa Ad fugam - Kyrie.musicxml,0420-0422 Jos1201a Missa Ad fugam - Kyrie.wav,0420-0422 Jos1201a Missa Ad fugam - Kyrie.csv,0420-0422 Jos1201a Missa Ad fugam - Kyrie.csv,0420-0422 Jos1201a Missa Ad fugam - Kyrie.csv,0420-0422 Jos1201a Missa Ad fugam - Kyrie.csv,
208,0423-0424,Josquin,0423-0424 Jos1201b Missa Ad fugam - Gloria,4,CANTO_JRP,"The Tallis Scholars, Peter Phillips",,2008,,55,y,v,vocal,y,y,,,0423-0424 Jos1201b Missa Ad fugam - Gloria.musicxml,0423-0424 Jos1201b Missa Ad fugam - Gloria.wav,0423-0424 Jos1201b Missa Ad fugam - Gloria.csv,0423-0424 Jos1201b Missa Ad fugam - Gloria.csv,0423-0424 Jos1201b Missa Ad fugam - Gloria.csv,0423-0424 Jos1201b Missa Ad fugam - Gloria.csv,
209,0425-0430,Josquin,0425-0430 Jos1201c Missa Ad fugam - Credo,4,CANTO_JRP,"The Tallis Scholars, Peter Phillips",,2008,,55,y,v,vocal,y,y,,,0425-0430 Jos1201c Missa Ad fugam - Credo.musicxml,0425-0430 Jos1201c Missa Ad fugam - Credo.wav,0425-0430 Jos1201c Missa Ad fugam - Credo.csv,0425-0430 Jos1201c Missa Ad fugam - Credo.csv,0425-0430 Jos1201c Missa Ad fugam - Credo.csv,0425-0430 Jos1201c Missa Ad fugam - Credo.csv,
210,448,Josquin,0448 Jos1301 Credo Chascun me crie,4,CANTO_JRP,"Josquin des Prez, Metamorphoses Biscantor, Maurice Bourbon",,2014,,55,y,v,vocal,y,y,,,0448 Jos1301 Credo Chascun me crie.musicxml,0448 Jos1301 Credo Chascun me crie.wav,0448 Jos1301 Credo Chascun me crie.csv,0448 Jos1301 Credo Chascun me crie.csv,0448 Jos1301 Credo Chascun me crie.csv,0448 Jos1301 Credo Chascun me crie.csv,
212,0450-0451,Josquin,0450-0451 Jos1307 Gloria De beata virgine,4,CANTO_JRP,"Josquin des Prez, Stephen Rice, The Brabant Ensemble",,2021,,53,y,v,vocal,y,y,,,0450-0451 Jos1307 Gloria De beata virgine.musicxml,0450-0451 Jos1307 Gloria De beata virgine.wav,0450-0451 Jos1307 Gloria De beata virgine.csv,0450-0451 Jos1307 Gloria De beata virgine.csv,0450-0451 Jos1307 Gloria De beata virgine.csv,0450-0451 Jos1307 Gloria De beata virgine.csv,
213,0452-0454,Josquin,0452-0454 Jos1309 Sanctus De passione,4,CANTO_JRP,"Josquin des Prez, Stephen Rice, The Brabant Ensemble",,2021,,47,a,v,vocal,y,y,hosanna II = hosanna I,,0452-0454 Jos1309 Sanctus De passione.musicxml,0452-0454 Jos1309 Sanctus De passione.wav,0452-0454 Jos1309 Sanctus De passione.csv,0452-0454 Jos1309 Sanctus De passione.csv,0452-0454 Jos1309 Sanctus De passione.csv,0452-0454 Jos1309 Sanctus De passione.csv,
214,455,Josquin,0455 Jos1310 Sanctus Dung aultre amer | Tu lumen,4,CANTO_JRP,"Josquin des Prez, Alamire, David Skinner",,2007,,41,a,v,vocal,pcp,y,hosanna II = hosanna I,,0455 Jos1310 Sanctus Dung aultre amer | Tu lumen.musicxml,0455 Jos1310 Sanctus Dung aultre amer | Tu lumen.wav,0455 Jos1310 Sanctus Dung aultre amer | Tu lumen.csv,0455 Jos1310 Sanctus Dung aultre amer | Tu lumen.csv,0455 Jos1310 Sanctus Dung aultre amer | Tu lumen.csv,0455 Jos1310 Sanctus Dung aultre amer | Tu lumen.csv,
215,457,Josquin,0457 Jos1401 Absalon fili mi,4,CANTO_JRP,"Josquin des Prez, Cappella Amsterdam, Daniel Reuss",,2018,,36,y,v,vocal,y,y,,,0457 Jos1401 Absalon fili mi.musicxml,0457 Jos1401 Absalon fili mi.wav,0457 Jos1401 Absalon fili mi.csv,0457 Jos1401 Absalon fili mi.csv,0457 Jos1401 Absalon fili mi.csv,0457 Jos1401 Absalon fili mi.csv,
216,458,Josquin,0458 Jos1406 Ecce tu pulchra es,4,CANTO_JRP,"Josquin des Prez, The Song Company, Roland Peelman",,2002,,43,y,v,vocal,y,y,,,0458 Jos1406 Ecce tu pulchra es.musicxml,0458 Jos1406 Ecce tu pulchra es.wav,0458 Jos1406 Ecce tu pulchra es.csv,0458 Jos1406 Ecce tu pulchra es.csv,0458 Jos1406 Ecce tu pulchra es.csv,0458 Jos1406 Ecce tu pulchra es.csv,
218,460,Josquin,0460 Jos1412 Responde mihi,4,CANTO_JRP,"Josquin des Prez, Egidius Kwartet",,2012,,50,y,v,vocal,y,y,,,0460 Jos1412 Responde mihi.musicxml,0460 Jos1412 Responde mihi.wav,0460 Jos1412 Responde mihi.csv,0460 Jos1412 Responde mihi.csv,0460 Jos1412 Responde mihi.csv,0460 Jos1412 Responde mihi.csv,
219,461,Josquin,0461 Jos1511 De profundis clamavi,4,CANTO_JRP,"Josquin des Prez, The Hilliard Ensemble, Paul Hillier",,1983,,41,y,v,vocal,y,y,,,0461 Jos1511 De profundis clamavi.musicxml,0461 Jos1511 De profundis clamavi.wav,0461 Jos1511 De profundis clamavi.csv,0461 Jos1511 De profundis clamavi.csv,0461 Jos1511 De profundis clamavi.csv,0461 Jos1511 De profundis clamavi.csv,
220,462,Josquin,0462 Jos1513 De profundis clamavi,5,CANTO_JRP,"Josquin des Prez, Utopia, InAlto",,2017,,40,y,v,vocal,y,y,,,0462 Jos1513 De profundis clamavi.musicxml,0462 Jos1513 De profundis clamavi.wav,0462 Jos1513 De profundis clamavi.csv,0462 Jos1513 De profundis clamavi.csv,0462 Jos1513 De profundis clamavi.csv,0462 Jos1513 De profundis clamavi.csv,
221,463,Josquin,0463 Jos1512 De profundis clamavi,4,CANTO_JRP,,,2004,,53,y,i,instrumental,y,y,,orgel,0463 Jos1512 De profundis clamavi.musicxml,0463 Jos1512 De profundis clamavi.wav,0463 Jos1512 De profundis clamavi.csv,0463 Jos1512 De profundis clamavi.csv,0463 Jos1512 De profundis clamavi.csv,0463 Jos1512 De profundis clamavi.csv,
223,465,Josquin,0465 Jos1604 Domine dominus noster,5,CANTO_JRP,"Josquin des Prez, San Francisco Renaissance Voices, Don Scott Carpenter",,2022,,51,y,v,vocal,y,y,,,0465 Jos1604 Domine dominus noster.musicxml,0465 Jos1604 Domine dominus noster.wav,0465 Jos1604 Domine dominus noster.csv,0465 Jos1604 Domine dominus noster.csv,0465 Jos1604 Domine dominus noster.csv,0465 Jos1604 Domine dominus noster.csv,
224,0466-0468,Josquin,0466-0468 Jos1605 Domine exaudi orationem meam,4,CANTO_JRP,"Josquin des Prez, Dufay Ensemble",,2010,,39,y,v,vocal,y,y,,,0466-0468 Jos1605 Domine exaudi orationem meam.musicxml,0466-0468 Jos1605 Domine exaudi orationem meam.wav,0466-0468 Jos1605 Domine exaudi orationem meam.csv,0466-0468 Jos1605 Domine exaudi orationem meam.csv,0466-0468 Jos1605 Domine exaudi orationem meam.csv,0466-0468 Jos1605 Domine exaudi orationem meam.csv,
225,469,Josquin,0469 Jos1606 Domine ne in furore,4,CANTO_JRP,"Josquin des Prez, Weser-Renaissance Bremen, Manfred Cordes",,2012,,52,y,v,vocal,y,y,,,0469 Jos1606 Domine ne in furore.musicxml,0469 Jos1606 Domine ne in furore.wav,0469 Jos1606 Domine ne in furore.csv,0469 Jos1606 Domine ne in furore.csv,0469 Jos1606 Domine ne in furore.csv,0469 Jos1606 Domine ne in furore.csv,
226,0470-0471,Josquin,0470-0471 Jos1607 Domine ne in furore,4,CANTO_JRP,"Josquin des Prez, The Brabant Ensemble, Stephen Rice",,2021,,51,y,v,vocal,y,y,,,0470-0471 Jos1607 Domine ne in furore.musicxml,0470-0471 Jos1607 Domine ne in furore.wav,0470-0471 Jos1607 Domine ne in furore.csv,0470-0471 Jos1607 Domine ne in furore.csv,0470-0471 Jos1607 Domine ne in furore.csv,0470-0471 Jos1607 Domine ne in furore.csv,
227,472,Josquin,0472 Jos1610 Domine non secundum peccata,4,CANTO_JRP,"Josquin des Prez, Chanticleer, Joseph H. Jennings",,2011,,42,y,v,vocal,y,y,,,0472 Jos1610 Domine non secundum peccata.musicxml,0472 Jos1610 Domine non secundum peccata.wav,0472 Jos1610 Domine non secundum peccata.csv,0472 Jos1610 Domine non secundum peccata.csv,0472 Jos1610 Domine non secundum peccata.csv,0472 Jos1610 Domine non secundum peccata.csv,
228,473,Josquin,0473 Jos1701 Dominus regnavit,4,CANTO_JRP,"Josquin des Prez, Bruno Turner",,2005,,44,y,v,vocal,y,y,,veel vibrato,0473 Jos1701 Dominus regnavit.musicxml,0473 Jos1701 Dominus regnavit.wav,0473 Jos1701 Dominus regnavit.csv,0473 Jos1701 Dominus regnavit.csv,0473 Jos1701 Dominus regnavit.csv,0473 Jos1701 Dominus regnavit.csv,
229,474,Josquin,0474 Jos1704 In exitu Israel de Egypto,4,CANTO_JRP,"Josquin des Prez, Bremen Weser-Renaissance, Manfred Cordes",,2012,,43,y,v,vocal,y,y,,,0474 Jos1704 In exitu Israel de Egypto.musicxml,0474 Jos1704 In exitu Israel de Egypto.wav,0474 Jos1704 In exitu Israel de Egypto.csv,0474 Jos1704 In exitu Israel de Egypto.csv,0474 Jos1704 In exitu Israel de Egypto.csv,0474 Jos1704 In exitu Israel de Egypto.csv,
230,475,Josquin,0475 Jos1707 Jubilate Deo omnis terra,4,CANTO_JRP,"Josquin des Prez, Bremen Weser-Renaissance",,1993,,40,y,v,vocal,y,y,,,0475 Jos1707 Jubilate Deo omnis terra.musicxml,0475 Jos1707 Jubilate Deo omnis terra.wav,0475 Jos1707 Jubilate Deo omnis terra.csv,0475 Jos1707 Jubilate Deo omnis terra.csv,0475 Jos1707 Jubilate Deo omnis terra.csv,0475 Jos1707 Jubilate Deo omnis terra.csv,
231,476,Josquin,0476 Jos1711 Laudate pueri Dominum,4,CANTO_JRP,"Josquin des Prez, Vienna Boys' Choir, Chorus Viennensis, Gerald Wirth",,2023,,53,y,v,vocal,y,y,,veel vibrato,0476 Jos1711 Laudate pueri Dominum.musicxml,0476 Jos1711 Laudate pueri Dominum.wav,0476 Jos1711 Laudate pueri Dominum.csv,0476 Jos1711 Laudate pueri Dominum.csv,0476 Jos1711 Laudate pueri Dominum.csv,0476 Jos1711 Laudate pueri Dominum.csv,
232,477,Josquin,0477 Jos1714 Memor esto verbi tui,4,CANTO_JRP,"Josquin des Prez, Oxford Camerata, Jeremy Summerly",,1998,,56,y,vi,mixed,y,y,,,0477 Jos1714 Memor esto verbi tui.musicxml,0477 Jos1714 Memor esto verbi tui.wav,0477 Jos1714 Memor esto verbi tui.csv,0477 Jos1714 Memor esto verbi tui.csv,0477 Jos1714 Memor esto verbi tui.csv,0477 Jos1714 Memor esto verbi tui.csv,
233,478,Josquin,0478 Jos1801 Mirabilia testimonia tua Domine,4,CANTO_JRP,,,2009,,50,y,vi,mixed,y,n,,bas verdubbeld met orgel,0478 Jos1801 Mirabilia testimonia tua Domine.musicxml,0478 Jos1801 Mirabilia testimonia tua Domine.wav,0478 Jos1801 Mirabilia testimonia tua Domine.csv,0478 Jos1801 Mirabilia testimonia tua Domine.csv,0478 Jos1801 Mirabilia testimonia tua Domine.csv,0478 Jos1801 Mirabilia testimonia tua Domine.csv,
234,479,Josquin,0479 Jos1803 Miserere mei deus,5,CANTO_JRP,"Josquin des Prez, La Chapelle Royale, Philippe Herreweghe",,1986,,45,y,v,vocal,y,y,,,0479 Jos1803 Miserere mei deus.musicxml,0479 Jos1803 Miserere mei deus.wav,0479 Jos1803 Miserere mei deus.csv,0479 Jos1803 Miserere mei deus.csv,0479 Jos1803 Miserere mei deus.csv,0479 Jos1803 Miserere mei deus.csv,
235,480,Josquin,0480 Jos1804 Misericordias domini,4,CANTO_JRP,"Josquin des Prez, Bremen Weser-Renaissance, Manfred Cordes",,2012,,45,y,v,vocal,y,y,,,0480 Jos1804 Misericordias domini.musicxml,0480 Jos1804 Misericordias domini.wav,0480 Jos1804 Misericordias domini.csv,0480 Jos1804 Misericordias domini.csv,0480 Jos1804 Misericordias domini.csv,0480 Jos1804 Misericordias domini.csv,
236,481,Josquin,0481 Jos1807 Qui habitat in adjutorio altissimi,4,CANTO_JRP,"Josquin des Prez, Weser-Renaissance Bremen, Manfred Cordes",,2012,,50,y,v,vocal,y,y,,,0481 Jos1807 Qui habitat in adjutorio altissimi.musicxml,0481 Jos1807 Qui habitat in adjutorio altissimi.wav,0481 Jos1807 Qui habitat in adjutorio altissimi.csv,0481 Jos1807 Qui habitat in adjutorio altissimi.csv,0481 Jos1807 Qui habitat in adjutorio altissimi.csv,0481 Jos1807 Qui habitat in adjutorio altissimi.csv,
237,482,Josquin,0482 Jos1808 Qui habitat in adjutorio altissimi,24,CANTO_JRP,"Josquin des Prez, Paul Van Nevel",,1995,,41,y,v,vocal,y,y,,,0482 Jos1808 Qui habitat in adjutorio altissimi.musicxml,0482 Jos1808 Qui habitat in adjutorio altissimi.wav,0482 Jos1808 Qui habitat in adjutorio altissimi.csv,0482 Jos1808 Qui habitat in adjutorio altissimi.csv,0482 Jos1808 Qui habitat in adjutorio altissimi.csv,0482 Jos1808 Qui habitat in adjutorio altissimi.csv,
239,484,Josquin,0484 Jos1811 Tribulatio et angustia,4,CANTO_JRP,"Josquin des Prez, Alamire, The English Cornett and Sackbut Ensemble, David Skinner",,2014,,44,y,vi,mixed,y,n,,superius en bas verdubbeld door koper,0484 Jos1811 Tribulatio et angustia.musicxml,0484 Jos1811 Tribulatio et angustia.wav,0484 Jos1811 Tribulatio et angustia.csv,0484 Jos1811 Tribulatio et angustia.csv,0484 Jos1811 Tribulatio et angustia.csv,0484 Jos1811 Tribulatio et angustia.csv,
240,485,Josquin,0485 Jos1812 Usquequo domine oblivisceris me,4,CANTO_JRP,"Josquin des Prez, La Chapelle Royale, Philippe Herreweghe",,1986,,40,y,v,vocal,y,y,,,0485 Jos1812 Usquequo domine oblivisceris me.musicxml,0485 Jos1812 Usquequo domine oblivisceris me.wav,0485 Jos1812 Usquequo domine oblivisceris me.csv,0485 Jos1812 Usquequo domine oblivisceris me.csv,0485 Jos1812 Usquequo domine oblivisceris me.csv,0485 Jos1812 Usquequo domine oblivisceris me.csv,
241,486,Josquin,0486 Jos1901 Christus mortuus est,6,CANTO_JRP,"Josquin des Prez, A Sei Voci, Bernard Fabre-Garrus",,2006,,41,y,v,vocal,y,y,,,0486 Jos1901 Christus mortuus est.musicxml,0486 Jos1901 Christus mortuus est.wav,0486 Jos1901 Christus mortuus est.csv,0486 Jos1901 Christus mortuus est.csv,0486 Jos1901 Christus mortuus est.csv,0486 Jos1901 Christus mortuus est.csv,0486 Jos1901 Christus mortuus est.mid
242,487,Josquin,0487 Jos1903 Factum est autem,4,CANTO_JRP,"Josquin des Prez, De Labyrintho, Walter Testolin",,2021,,43,y,v,vocal,y,y,,,0487 Jos1903 Factum est autem.musicxml,0487 Jos1903 Factum est autem.wav,0487 Jos1903 Factum est autem.csv,0487 Jos1903 Factum est autem.csv,0487 Jos1903 Factum est autem.csv,0487 Jos1903 Factum est autem.csv,
243,488,Josquin,0488 Jos1904 Homo quidam fecit cenam,5,CANTO_JRP,"Josquin des Prez, Cantores Chamber Choir, David Allinson",,2013,,47,a,v,vocal,y,y,herhalingen,,0488 Jos1904 Homo quidam fecit cenam.musicxml,0488 Jos1904 Homo quidam fecit cenam.wav,0488 Jos1904 Homo quidam fecit cenam.csv,0488 Jos1904 Homo quidam fecit cenam.csv,0488 Jos1904 Homo quidam fecit cenam.csv,0488 Jos1904 Homo quidam fecit cenam.csv,
244,489,Josquin,0489 Jos1905 In illo tempore assumpsit Jesus,4,CANTO_JRP,"Josquin des Prez, Peter Schubert, Viva-Voce",,2014,,49,y,v,vocal,y,y,,,0489 Jos1905 In illo tempore assumpsit Jesus.musicxml,0489 Jos1905 In illo tempore assumpsit Jesus.wav,0489 Jos1905 In illo tempore assumpsit Jesus.csv,0489 Jos1905 In illo tempore assumpsit Jesus.csv,0489 Jos1905 In illo tempore assumpsit Jesus.csv,0489 Jos1905 In illo tempore assumpsit Jesus.csv,
245,0490-0492,Josquin,0490-0492 Jos1908 In principio erat verbum,4,CANTO_JRP,"Josquin des Prez, Cappella Amsterdam, Daniel Reuss",,2018,,48,y,v,vocal,y,y,,,0490-0492 Jos1908 In principio erat verbum.musicxml,0490-0492 Jos1908 In principio erat verbum.wav,0490-0492 Jos1908 In principio erat verbum.csv,0490-0492 Jos1908 In principio erat verbum.csv,0490-0492 Jos1908 In principio erat verbum.csv,0490-0492 Jos1908 In principio erat verbum.csv,
246,493,Josquin,0493 Jos1913 Liber generationis,4,CANTO_JRP,"Josquin des Prez, Alamire, David Skinner",,2015,,40,y,v,vocal,y,y,,,0493 Jos1913 Liber generationis.musicxml,0493 Jos1913 Liber generationis.wav,0493 Jos1913 Liber generationis.csv,0493 Jos1913 Liber generationis.csv,0493 Jos1913 Liber generationis.csv,0493 Jos1913 Liber generationis.csv,
247,494,Josquin,0494 Jos2002 Magnificat Tertii toni,4,CANTO_JRP,"Josquin des Prez, Capella Alamire, Peter Urquhart",,1995,,58,y,v,vocal,y,y,,,0494 Jos2002 Magnificat Tertii toni.musicxml,0494 Jos2002 Magnificat Tertii toni.wav,0494 Jos2002 Magnificat Tertii toni.csv,0494 Jos2002 Magnificat Tertii toni.csv,0494 Jos2002 Magnificat Tertii toni.csv,0494 Jos2002 Magnificat Tertii toni.csv,
248,495,Josquin,0495 Jos2007 Missus est Gabriel angelus,4,CANTO_JRP,"Josquin des Prez, Alamire, David Skinner",,2014,,44,y,v,vocal,y,y,,,0495 Jos2007 Missus est Gabriel angelus.musicxml,0495 Jos2007 Missus est Gabriel angelus.wav,0495 Jos2007 Missus est Gabriel angelus.csv,0495 Jos2007 Missus est Gabriel angelus.csv,0495 Jos2007 Missus est Gabriel angelus.csv,0495 Jos2007 Missus est Gabriel angelus.csv,
249,496,Josquin,0496 Jos2008 Nunc dimittis,4,CANTO_JRP,"Josquin des Prez, Oxford Camerata",,1994,,50,y,v,vocal,y,y,,,0496 Jos2008 Nunc dimittis.musicxml,0496 Jos2008 Nunc dimittis.wav,0496 Jos2008 Nunc dimittis.csv,0496 Jos2008 Nunc dimittis.csv,0496 Jos2008 Nunc dimittis.csv,0496 Jos2008 Nunc dimittis.csv,
250,497,Josquin,0497 Jos2009 Pater noster,6,CANTO_JRP,"Josquin des Prez, Cappella Amsterdam, Daniel Reuss",,2018,,43,y,v,vocal,y,y,,,0497 Jos2009 Pater noster.musicxml,0497 Jos2009 Pater noster.wav,0497 Jos2009 Pater noster.csv,0497 Jos2009 Pater noster.csv,0497 Jos2009 Pater noster.csv,0497 Jos2009 Pater noster.csv,
251,498,Josquin,0498 Jos2102 Ave verum corpus,3,CANTO_JRP,"Josquin des Prez, Cut Circle, Jesse Rodin",,2023,,60,y,v,vocal,y,y,,,0498 Jos2102 Ave verum corpus.musicxml,0498 Jos2102 Ave verum corpus.wav,0498 Jos2102 Ave verum corpus.csv,0498 Jos2102 Ave verum corpus.csv,0498 Jos2102 Ave verum corpus.csv,0498 Jos2102 Ave verum corpus.csv,
252,499,Josquin,0499 Jos2105 Huc me sydereo a 5,5,CANTO_JRP,"Josquin des Prez, Robert Harre-Jones, Charles Daniels, Angus Smith, Don Greig, Robert Macdonald",,2000,,38,y,v,vocal,y,y,,,0499 Jos2105 Huc me sydereo a 5.musicxml,0499 Jos2105 Huc me sydereo a 5.wav,0499 Jos2105 Huc me sydereo a 5.csv,0499 Jos2105 Huc me sydereo a 5.csv,0499 Jos2105 Huc me sydereo a 5.csv,0499 Jos2105 Huc me sydereo a 5.csv,
